      2.950000e-14      2.316478e-103      3.603410e-104       1.015607e-41       1.015607e-41       7.633903e-49       2.620686e-52       7.700000e+01       1.197778e+01       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00      -0.000000e+00       2.776001e-71 -0.000000e+00+0.000000e+00j -0.000000e+00+0.000000e+00j
      2.951000e-14      -1.370108e-10      -2.206107e-11       3.647517e-03       3.647517e-03       3.781232e-10       1.626479e-11       1.330616e+04       2.069847e+03       0.000000e+00       0.000000e+00       0.000000e+00       1.799777e-52       0.000000e+00      -0.000000e+00       3.646856e-30 -0.000000e+00+0.000000e+00j 1.875083e-20+0.000000e+00j
      2.952000e-14      -3.438823e-10      -3.825691e-11       9.852591e-03       9.852591e-03       1.021378e-09       4.393409e-11       1.330616e+04       2.069847e+03       0.000000e+00       0.000000e+00       0.000000e+00      -1.233751e-51      -1.170810e-50       1.170810e-50       2.611098e-29 1.091442e-30+0.000000e+00j 3.750165e-20+0.000000e+00j
      2.953000e-14      -1.382727e-10      -3.102273e-11       1.911254e-02       1.911254e-02       1.981040e-09       8.518252e-11       1.329938e+04       2.068803e+03       0.000000e+00       0.000000e+00       0.000000e+00       2.071418e-51      -5.854050e-51      -0.000000e+00       9.057283e-29 1.091442e-30+0.000000e+00j 1.875083e-20+0.000000e+00j
      2.954000e-14      -2.118708e-11      -1.959805e-11       3.198300e-02       3.198300e-02       3.314497e-09       1.424551e-10       1.329094e+04       2.067501e+03       0.000000e+00       0.000000e+00       0.000000e+00       1.151837e-50      -1.170810e-50       3.512430e-50       2.450469e-28 2.182883e-30+0.000000e+00j 1.875083e-20+0.000000e+00j
      2.955000e-14      -8.009937e-11      -6.559862e-12       4.906697e-02       4.906697e-02       5.083924e-09       2.183886e-10       1.328112e+04       2.065989e+03       0.000000e+00       0.000000e+00       0.000000e+00       5.769726e-51       0.000000e+00      -0.000000e+00       5.736396e-28 2.182883e-30+0.000000e+00j -1.875083e-20+0.000000e+00j
      2.956000e-14      -2.289985e-11      -1.765197e-11       7.101806e-02       7.101806e-02       7.356625e-09       3.158280e-10       1.327004e+04       2.064281e+03       0.000000e+00       0.000000e+00       0.000000e+00       2.925738e-50       0.000000e+00      -2.341620e-50       1.198014e-27 -0.000000e+00+0.000000e+00j 1.875083e-20+0.000000e+00j
      2.957000e-14       8.251862e-12      -1.306545e-11       9.854159e-02       9.854159e-02       1.020513e-08       4.378275e-10       1.325775e+04       2.062389e+03       0.000000e+00       0.000000e+00       0.000000e+00       6.251656e-50       4.683240e-50       9.366479e-50       2.283253e-27 -0.000000e+00+0.000000e+00j -0.000000e+00+0.000000e+00j
      2.958000e-14       4.094561e-12      -7.165482e-12       1.323954e-01       1.323954e-01       1.370725e-08       5.876518e-10       1.324431e+04       2.060318e+03       0.000000e+00       0.000000e+00       0.000000e+00       4.329081e-50       0.000000e+00       4.683240e-50       4.098494e-27 -1.746307e-29+0.000000e+00j -1.875083e-20+0.000000e+00j
      2.959000e-14      -3.126475e-12      -1.485076e-11       1.733905e-01       1.733905e-01       1.794614e-08       7.687747e-10       1.322975e+04       2.058074e+03       0.000000e+00       0.000000e+00       0.000000e+00       5.065125e-50       4.683240e-50      -4.683240e-50       7.041984e-27 8.731533e-30+0.000000e+00j -0.000000e+00+0.000000e+00j
      2.960000e-14       3.656398e-11      -3.656398e-12       2.223915e-01       2.223915e-01       2.301030e-08       9.848778e-10       1.321408e+04       2.055660e+03       0.000000e+00       0.000000e+00       0.000000e+00       9.220128e-50       1.873296e-49      -9.366479e-50       1.150767e-26 -0.000000e+00+0.000000e+00j -0.000000e+00+0.000000e+00j
      2.961000e-14       6.188442e-11       9.669440e-13       2.803167e-01       2.803167e-01       2.899357e-08       1.239847e-09       1.319735e+04       2.053082e+03       0.000000e+00       0.000000e+00       0.000000e+00       1.105867e-49       9.366479e-50      -0.000000e+00       1.814967e-26 -1.746307e-29+0.000000e+00j -1.875083e-20+0.000000e+00j
