-1.0000000116860974e-07 5.1285197978287716e-23 -7.692779696743157e-23
-9.912663756495022e-08 3.6974973381120337e-22 -7.231030378835987e-23
-9.825327396129069e-08 1.3234889800848443e-23 -1.2674071543931273e-22
-9.737991035763116e-08 8.271806125530277e-25 2.8644486101661204e-23
-9.650654675397163e-08 -2.150669592637872e-23 -5.045831713287867e-23
-9.563319025573946e-08 1.7867101231145398e-22 -8.95204908825577e-23
-9.475982665207994e-08 1.2904017555827232e-22 1.1779794840401215e-22
-9.388646304842041e-08 6.617444900424222e-24 -1.012222894675379e-22
-9.301309944476088e-08 -2.2003004293910536e-22 -1.8769805493498113e-22
-9.213973584110136e-08 -1.0587911840678754e-22 -1.2156438688409522e-22
-9.126637223744183e-08 -4.566036981292713e-22 -5.634594389584969e-22
-9.039301573920966e-08 -5.029258124322408e-22 -1.0725473563103375e-23
-8.951965213555013e-08 -1.0587911840678754e-22 3.3570459235642877e-22
-8.86462885318906e-08 1.3234889800848443e-22 1.3612395716053975e-22
-8.777292492823108e-08 5.293955920339377e-23 3.4876396376130916e-22
-8.689956132457155e-08 -7.940933880509066e-23 -5.391873122427754e-23
-8.602619772091202e-08 5.955700410381799e-23 -1.3187259010479922e-22
-8.515284122267985e-08 -1.7867101231145398e-22 -1.0874590204523312e-22
-8.427947761902033e-08 -4.499862532288471e-22 -4.008915389686281e-23
-8.34061140153608e-08 2.6138907356675675e-22 -1.7183873849843273e-23
-8.253275041170127e-08 9.926167350636332e-23 2.3377179795966365e-23
-8.165938680804175e-08 2.99439381744196e-22 -6.912842386082006e-23
-8.078602320438222e-08 -1.4227506535912076e-22 1.042687882419673e-22
-7.991266670615005e-08 -2.812414082680294e-23 1.1166938269465874e-23
-7.903930310249052e-08 -1.3565762045869654e-22 1.3758677033608366e-22
-7.8165939498831e-08 6.617444900424222e-24 -4.7538168631916707e-23
-7.729257589517147e-08 4.1359030627651384e-23 1.8291367034280087e-22
-7.641921229151194e-08 2.183756817139993e-22 1.6956902790193083e-23
-7.554584868785241e-08 4.665298654799076e-22 -3.3685796379784706e-23
-7.467249218962024e-08 -5.293955920339377e-23 8.140200776256617e-23
-7.379912858596072e-08 0.0 -3.794296945178766e-23
-7.292576498230119e-08 -1.0587911840678754e-22 1.837060401013283e-22
-7.205240137864166e-08 2.117582368135751e-22 1.5926343107765768e-22
-7.117903777498213e-08 2.117582368135751e-22 2.5493180845085946e-23
-7.030567417132261e-08 2.9116757561866574e-22 -1.451423286249967e-22
-6.943231767309044e-08 2.299562102897417e-22 2.985456717583403e-23
-6.855895406943091e-08 -4.714929491552258e-23 6.994950815629754e-23
-6.768559046577138e-08 1.8694281843698425e-22 7.496719362803148e-23
-6.681222686211186e-08 5.790264287871194e-24 -1.271242154352205e-22
-6.593886325845233e-08 -3.3087224502121107e-23 -1.0788435234076142e-22
-6.50654996547928e-08 -2.274746684520826e-22 -4.463940457237347e-23
-6.419214315656063e-08 3.201188970580217e-22 -1.5258571720407457e-22
-6.33187795529011e-08 1.406207041340147e-23 3.906440780376261e-23
-6.244541594924158e-08 1.4392942658422682e-22 -6.761268758486668e-23
-6.157205234558205e-08 -8.602678370551488e-23 -1.0552437081315327e-22
-6.069868874192252e-08 1.2407709188295415e-23 -1.6394451906746468e-22
-5.9825325138263e-08 -2.3698724549644243e-22 -1.128714173875983e-22
-5.895196508731715e-08 1.137373342260413e-22 -1.3285081549259673e-22
-5.807860148365762e-08 -1.6543612251060553e-24 -8.933284296131096e-23
-5.720524143271177e-08 -8.35452418678558e-23 5.573466378454734e-23
-5.6331877829052246e-08 4.301339185275744e-23 1.3476399882526218e-22
-5.545851422539272e-08 3.8091667208066924e-22 1.8584233854153922e-22
-5.458515417444687e-08 -1.166324663699769e-22 6.01989412431634e-23
-5.3711790570787343e-08 5.418033012222331e-23 8.032112948289407e-23
-5.2838426967127816e-08 -1.6295458067294645e-22 2.4192836728415924e-22
-5.196506691618197e-08 3.168101746078096e-22 1.584558394591031e-23
-5.109170331252244e-08 6.047811272928764e-17 4.345951099623292e-22
-5.0218339708862914e-08 1.0988687790813856e-06 -8.496505896862154e-23
-4.9344979657917065e-08 4.1139728637062944e-06 -1.714352676998484e-23
-4.847161605425754e-08 7.660497090000717e-07 -2.079218232157553e-22
-4.759825245059801e-08 -1.049008915288141e-06 -2.0017879371043828e-22
-4.672489239965216e-08 -7.592662427668984e-07 -4.472185505200972e-22
-4.5851528795992635e-08 -3.97872774726693e-08 1.7495756319609642e-23
-4.497816519233311e-08 1.4379877200099145e-07 7.19779472226594e-23
-4.410480514138726e-08 1.5528412333765118e-08 -3.351738088740726e-23
-4.323144153772773e-08 -5.852808726558578e-08 6.910480694303955e-24
-4.2358077934068206e-08 -3.2925147053219916e-08 1.6755550777300851e-22
-4.148471788312236e-08 -1.0828310692545529e-08 6.716363009229143e-23
-4.061135427946283e-08 -1.0423123697478331e-08 3.249918107764295e-22
-3.97379906758033e-08 -1.503146940251554e-08 1.6356090547558656e-22
-3.8864627072143776e-08 -1.2791699255387812e-08 2.0342216061237464e-22
-3.799126702119793e-08 -1.1083248985244154e-08 5.915227428322892e-23
-3.71179034175384e-08 -9.353242624854374e-09 -3.0483904628801246e-23
-3.624453981387887e-08 -9.540864098767088e-09 -9.482910194524991e-23
-3.5371179762933025e-08 -8.304616549992261e-09 -1.9249918862190104e-22
-3.44978161592735e-08 -8.205773838199093e-09 -4.91475553190943e-23
-3.362445255561397e-08 -7.56732898565815e-09 1.0191781235045316e-22
-3.275109250466812e-08 -7.559237680254682e-09 5.4699974099736834e-24
-3.1877728901008595e-08 -6.6858820702009325e-09 -7.126044351948106e-22
-3.100436529734907e-08 -6.854637746300796e-09 -1.2639197581033262e-22
-3.013100524640322e-08 -6.348258807520324e-09 5.741430011305668e-23
-2.9257641642743693e-08 -6.426073895227091e-09 -4.9975893979456194e-23
-2.8384279815441005e-08 -6.145722597494796e-09 -3.839859657798159e-23
-2.7510916211781478e-08 -6.3435803276945535e-09 2.4448778547038174e-22
-2.663755438447879e-08 -5.875605335603495e-09 1.9218249567833463e-22
-2.5764192557176102e-08 -6.060060009360768e-09 3.588044843887663e-23
-2.4890828953516575e-08 -5.830628424519091e-09 4.545952645754658e-23
-2.4017467126213887e-08 -6.031499300007681e-09 3.9847216568118765e-23
-2.31441052989112e-08 -5.920741230625026e-09 -6.826915869752988e-23
-2.2270741695251672e-08 -6.161595234033257e-09 -9.354310089755861e-23
-2.1397379867948985e-08 -5.935556490754834e-09 1.4213419688955363e-23
-2.0524018040646297e-08 -6.161189336495454e-09 -1.557660130989167e-22
-1.965065443698677e-08 -6.028515020517489e-09 -1.0182168491598655e-22
-1.8777292609684082e-08 -6.274094577207734e-09 -1.8153042483360117e-22
-1.7903930782381394e-08 -6.257979912049905e-09 -4.3351570211938445e-23
-1.7030567178721867e-08 -6.531069463022732e-09 7.840537130823398e-23
-1.615720535141918e-08 -6.476856384551866e-09 2.3069994204029682e-23
-1.528384352411649e-08 -6.742865821252053e-09 -1.1031647993131746e-22
-1.4410479920456964e-08 -6.676600605715066e-09 5.406154029167151e-23
-1.3537118093154277e-08 -6.946017983011643e-09 9.571602141643351e-23
-1.266375537767317e-08 -6.950984676734606e-09 3.123614345535828e-23
-1.1790392662192062e-08 -7.245748889772585e-09 4.728425323918779e-23
-1.0917030834889374e-08 -7.293430304144977e-09 7.273229388555518e-22
-1.0043668119408267e-08 -7.602594109812344e-09 2.785655605230835e-23
-9.17030540392716e-09 -7.63989671526133e-09 -5.128686910122934e-22
-8.296943576624471e-09 -7.948034230764733e-09 8.73309664193497e-23
-7.423580861143364e-09 -7.98257904222055e-09 -2.6411684098104065e-22
-6.5502181456622566e-09 -8.293813635873448e-09 1.3628512459892002e-22
-5.676855874270359e-09 -8.354890113082547e-09 2.268770905391596e-23
-4.803493602878461e-09 -8.679196916716592e-09 -7.23494565328078e-23
-3.930130887397354e-09 -8.77004069366194e-09 1.2339494808099144e-22
-3.0567686160054564e-09 -9.110211252050249e-09 2.5029660376674374e-23
-2.183406122568954e-09 -9.216345908669155e-09 8.891357285651686e-23
-1.3100436291324513e-09 -9.572622694520305e-09 1.0156975429729517e-23
-4.3668121896267564e-10 -9.686651480933506e-09 -8.006016798455972e-23
4.3668121896267564e-10 -1.0061095068181203e-08 -3.0893830281742556e-24
1.3100436291324513e-09 -1.0186512966470218e-08 7.851932699915859e-23
2.183406122568954e-09 -1.0576763465053318e-08 -1.1574969946259838e-22
3.0567686160054564e-09 -1.0717164045104255e-08 -6.799180782502866e-23
3.930130887397354e-09 -1.1114071440943007e-08 2.0918355574655837e-23
4.803493602878461e-09 -1.1268467936531579e-08 5.382040129016355e-23
5.676855874270359e-09 -1.1672669941731328e-08 -2.402844821318745e-22
6.5502181456622566e-09 -1.184226050554571e-08 2.158718655998204e-23
7.423580861143364e-09 -1.2278765559869953e-08 -1.7039221372285982e-22
8.296943576624471e-09 -1.247117520364327e-08 1.2833060464035688e-22
9.17030540392716e-09 -1.2959481487939684e-08 7.3294609084926095e-22
1.0043668119408267e-08 -1.3177997360003246e-08 5.92962634865371e-23
1.0917030834889374e-08 -1.3686377364763302e-08 1.1447140400822929e-22
1.1790392662192062e-08 -1.391951087725829e-08 -5.730263906073318e-22
1.266375537767317e-08 -1.4413314097794228e-08 3.166271083907004e-22
1.3537118093154277e-08 -1.4652434821016413e-08 -1.0883332518847152e-23
1.4410479920456964e-08 -1.519330616872594e-08 -9.632281322472951e-23
1.528384352411649e-08 -1.5458194724260466e-08 -9.844253927504355e-23
1.615720535141918e-08 -1.6105657252296623e-08 -1.0047656347661437e-22
1.7030567178721867e-08 -1.641855718048646e-08 4.729125201313891e-23
1.7903930782381394e-08 -1.7066440705093555e-08 -6.53780032014175e-24
1.8777292609684082e-08 -1.740333743782685e-08 -1.1060816913963198e-22
1.965065443698677e-08 -1.803210203377148e-08 9.439185843359125e-23
2.0524018040646297e-08 -1.8371359544744337e-08 2.0029555774618547e-22
2.1397379867948985e-08 -1.9187790911701086e-08 1.6421247933975015e-22
2.2270741695251672e-08 -1.9592107491916977e-08 1.0550924361643476e-22
